sex,league,position,age,salary,height,weight,topspeed,careergoals
female,second,midfielder,31.1,5.0,170.7,67.5,21.74,41.0
female,second,midfielder,27.6,4.0,159.4,55.3,22.12,27.0
female,second,midfielder,18.6,4.0,163.3,53.6,24.48,33.0
female,second,midfielder,29.6,3.0,165.3,52.3,21.6,64.0
female,second,midfielder,25.8,5.0,162.0,49.9,23.66,57.0
female,second,midfielder,28.1,5.0,165.2,56.8,23.33,40.0
female,second,midfielder,34.1,4.0,172.1,67.2,18.93,64.0
female,second,midfielder,33.4,5.0,166.8,54.7,22.92,63.0
female,second,midfielder,28.0,5.0,171.2,67.6,24.09,56.0
female,second,midfielder,31.0,4.0,177.4,65.6,20.91,83.0
female,second,midfielder,21.9,3.0,160.3,51.5,21.04,34.0
female,second,midfielder,26.5,4.0,163.8,48.7,21.82,56.0
female,second,midfielder,24.4,4.0,169.4,57.1,20.66,57.0
female,second,midfielder,25.0,3.0,170.1,52.0,20.42,59.0
female,second,midfielder,25.4,2.0,165.5,49.8,20.33,58.0
female,second,midfielder,21.3,5.0,165.5,60.2,23.27,46.0
female,second,midfielder,34.2,5.0,168.5,56.7,19.56,70.0
female,second,midfielder,35.9,6.0,171.6,60.9,20.45,89.0
female,second,midfielder,26.6,2.0,168.9,52.6,18.57,49.0
female,second,midfielder,21.5,2.0,161.2,55.0,23.85,11.0
male,third,midfielder,24.9,13.0,177.5,72.4,28.04,22.0
male,third,midfielder,27.1,9.0,178.8,75.1,29.78,30.0
male,third,midfielder,30.8,12.0,173.8,77.4,28.58,26.0
male,third,midfielder,25.5,11.0,166.2,62.9,35.19,17.0
male,third,midfielder,31.6,11.0,177.1,64.3,27.18,48.0
male,third,midfielder,22.7,9.0,183.1,79.0,30.0,29.0
male,third,midfielder,24.8,10.0,188.1,85.4,27.39,35.0
male,third,midfielder,32.1,11.0,178.1,79.9,25.3,30.0
male,third,midfielder,22.2,8.0,176.7,83.0,32.15,20.0
male,third,midfielder,29.5,10.0,182.4,73.9,25.64,35.0
male,third,midfielder,22.2,5.0,176.1,70.0,29.55,27.0
male,third,midfielder,32.4,10.0,173.2,65.0,27.88,35.0
male,third,midfielder,24.9,9.0,177.0,69.9,25.32,27.0
male,third,midfielder,23.6,9.0,175.3,57.4,29.04,44.0
male,third,midfielder,36.6,13.0,168.3,64.5,26.98,43.0
male,third,midfielder,29.4,13.0,182.8,83.2,23.49,32.0
male,third,midfielder,19.7,6.0,168.7,73.0,29.57,8.0
male,third,midfielder,25.6,6.0,168.8,75.0,28.88,21.0
male,third,midfielder,28.6,11.0,181.5,72.7,25.92,31.0
male,third,midfielder,26.3,10.0,168.4,58.5,27.63,36.0
male,third,midfielder,27.6,9.0,170.1,62.4,30.56,28.0
male,third,midfielder,27.4,6.0,180.2,72.6,29.06,25.0
male,third,midfielder,21.4,8.0,189.3,77.4,28.69,35.0
male,third,midfielder,26.2,10.0,183.2,85.2,29.75,23.0
male,third,midfielder,19.4,7.0,175.0,70.9,24.94,20.0
male,third,midfielder,27.9,12.0,172.5,71.2,26.4,24.0
male,third,midfielder,27.9,11.0,181.0,70.5,24.12,42.0
male,third,midfielder,27.6,8.0,185.9,73.8,24.44,42.0
male,third,midfielder,28.1,8.0,172.3,70.9,28.54,30.0
male,third,midfielder,27.7,10.0,179.2,75.4,29.18,32.0
male,third,midfielder,24.3,10.0,182.1,76.5,27.16,38.0
male,third,midfielder,27.0,10.0,176.9,86.0,28.26,24.0
male,third,midfielder,28.9,10.0,167.5,64.9,26.41,26.0
male,third,midfielder,23.4,10.0,170.0,66.9,29.07,27.0
male,third,midfielder,28.7,10.0,176.3,66.6,28.39,36.0
male,third,midfielder,18.0,7.0,169.4,68.6,33.47,11.0
male,third,midfielder,34.3,10.0,165.3,78.3,32.85,26.0
male,third,midfielder,26.3,7.0,178.0,78.6,26.01,22.0
male,third,midfielder,22.0,8.0,186.1,61.4,23.76,38.0
male,third,midfielder,29.3,10.0,175.2,68.3,26.82,38.0
male,third,midfielder,29.4,8.0,179.4,75.7,28.28,27.0
male,third,midfielder,33.9,14.0,176.1,79.9,28.7,39.0
male,third,midfielder,26.7,9.0,189.1,74.6,26.04,43.0
male,third,midfielder,28.6,8.0,176.9,73.4,28.0,33.0
male,third,midfielder,28.5,8.0,168.5,66.1,27.82,18.0
male,third,midfielder,22.2,5.0,173.4,80.1,31.94,21.0
male,third,midfielder,21.8,6.0,181.1,74.4,27.49,34.0
male,third,midfielder,20.7,5.0,184.6,82.2,29.12,31.0
male,third,midfielder,18.2,9.0,174.0,74.0,32.68,17.0
male,third,midfielder,24.0,7.0,183.8,77.1,30.21,33.0
male,third,midfielder,28.1,10.0,169.7,71.1,29.24,29.0
male,third,midfielder,24.5,7.0,176.7,71.2,24.3,28.0
male,third,midfielder,29.3,12.0,169.8,66.3,26.71,34.0
male,third,midfielder,19.6,5.0,174.6,72.3,30.24,18.0
male,third,midfielder,23.3,7.0,182.7,78.9,29.86,35.0
male,third,midfielder,28.3,12.0,166.8,52.9,28.3,37.0
male,third,midfielder,21.8,8.0,185.6,79.1,31.74,36.0
male,third,midfielder,33.5,10.0,170.5,71.6,31.06,29.0
male,third,midfielder,20.3,9.0,181.7,70.4,27.87,39.0
male,third,midfielder,29.1,11.0,180.3,77.5,28.76,31.0
male,third,midfielder,30.6,10.0,176.6,71.7,27.95,47.0
male,third,midfielder,28.1,9.0,184.4,69.8,23.89,48.0
male,third,midfielder,21.4,7.0,169.5,57.4,28.41,21.0
male,third,midfielder,19.8,7.0,180.2,75.4,32.23,28.0
male,third,midfielder,30.3,7.0,167.5,64.4,29.96,29.0
male,third,midfielder,23.2,8.0,176.2,78.4,32.1,23.0
male,third,midfielder,29.3,7.0,172.3,72.0,25.02,35.0
male,third,midfielder,28.9,9.0,187.1,80.8,25.44,44.0
male,third,midfielder,24.7,11.0,176.7,77.2,24.97,30.0
male,third,midfielder,34.3,11.0,184.8,78.0,28.0,38.0
male,third,midfielder,21.1,5.0,167.3,67.8,30.13,19.0
male,third,midfielder,19.7,6.0,178.5,69.7,26.54,17.0
male,third,midfielder,30.0,10.0,183.8,76.7,24.95,42.0
male,third,midfielder,24.5,10.0,190.2,83.1,25.21,33.0
male,third,midfielder,31.4,9.0,180.3,85.2,25.97,30.0
male,third,midfielder,18.8,6.0,188.6,85.0,30.04,24.0
male,third,midfielder,27.0,8.0,180.9,77.2,26.29,33.0
male,third,midfielder,26.6,9.0,175.5,81.1,31.29,22.0
male,third,midfielder,27.0,8.0,168.6,72.8,26.71,28.0
male,third,midfielder,26.0,8.0,178.7,68.8,27.5,35.0
male,third,midfielder,21.4,8.0,177.9,81.4,30.74,28.0
male,third,midfielder,25.0,8.0,171.3,75.0,28.21,25.0
male,third,midfielder,26.8,9.0,170.9,62.2,28.44,31.0
male,third,midfielder,21.7,10.0,168.4,64.9,29.25,15.0
male,third,midfielder,23.6,9.0,170.8,62.3,29.2,31.0
male,third,midfielder,28.6,8.0,185.8,69.5,24.9,49.0
male,third,midfielder,26.7,7.0,176.5,70.7,27.36,41.0
male,third,midfielder,20.0,8.0,181.1,74.8,30.16,29.0
male,third,midfielder,20.5,7.0,175.4,79.9,24.08,12.0
male,third,midfielder,33.7,12.0,171.7,70.2,29.48,40.0
male,third,midfielder,25.1,9.0,178.4,89.0,33.36,21.0
male,third,midfielder,26.4,10.0,179.9,79.0,29.05,28.0
male,third,midfielder,29.4,12.0,192.8,74.2,26.35,60.0
male,third,midfielder,29.5,6.0,171.9,82.0,28.34,26.0
male,third,midfielder,25.6,9.0,169.4,79.3,30.37,1.0
male,third,midfielder,34.8,12.0,183.2,79.5,28.84,49.0
male,third,midfielder,26.6,5.0,173.1,74.9,33.88,19.0
male,third,midfielder,24.1,7.0,183.2,79.7,27.23,24.0
male,third,midfielder,23.2,7.0,172.2,68.6,29.7,18.0
male,third,midfielder,27.7,10.0,178.2,75.2,28.73,31.0
male,third,midfielder,26.5,8.0,169.6,71.0,27.31,14.0
male,third,midfielder,22.8,9.0,181.2,73.0,29.1,25.0
male,third,midfielder,26.1,8.0,165.9,64.8,29.55,16.0
male,third,midfielder,30.9,8.0,174.3,58.2,24.92,41.0
male,third,midfielder,24.1,7.0,174.6,73.8,29.83,19.0
male,third,midfielder,20.7,7.0,178.2,73.2,26.27,27.0
male,third,midfielder,26.6,7.0,173.1,75.9,29.32,28.0
male,third,midfielder,27.7,10.0,172.9,67.8,29.24,30.0
male,third,midfielder,23.0,9.0,171.5,68.7,30.24,17.0
male,third,midfielder,36.4,11.0,175.3,71.1,24.75,41.0
male,third,midfielder,22.1,8.0,178.4,81.6,33.49,26.0
male,third,midfielder,19.5,7.0,167.0,54.8,31.58,11.0
male,third,midfielder,24.6,9.0,164.9,62.3,28.51,16.0
male,third,midfielder,20.0,3.0,176.1,71.9,27.28,19.0
male,third,midfielder,27.8,6.0,178.8,78.6,27.06,28.0
male,third,midfielder,21.2,8.0,176.3,66.9,29.52,24.0
male,third,midfielder,31.1,10.0,175.4,67.9,25.97,38.0
male,third,midfielder,19.8,9.0,183.3,72.4,26.2,32.0
male,third,midfielder,24.9,7.0,174.6,65.2,28.76,31.0
male,third,midfielder,25.6,8.0,168.4,62.7,30.99,31.0
male,third,midfielder,25.5,10.0,179.2,68.1,26.78,30.0
male,third,midfielder,22.8,6.0,182.6,81.1,29.48,25.0
male,third,midfielder,25.3,12.0,183.6,70.8,25.9,42.0
male,third,midfielder,20.7,6.0,179.7,83.6,27.55,13.0
male,third,midfielder,26.3,12.0,169.0,72.0,28.47,28.0
male,third,midfielder,24.2,10.0,173.0,68.8,26.79,22.0
male,third,midfielder,18.9,8.0,177.1,77.0,29.57,10.0
male,third,midfielder,22.3,9.0,184.4,82.7,30.49,36.0
male,third,midfielder,29.8,7.0,171.4,76.7,28.95,26.0
male,third,midfielder,31.6,8.0,174.6,78.6,29.43,31.0
male,third,midfielder,27.1,9.0,179.9,84.6,29.33,19.0
male,third,midfielder,23.6,8.0,177.9,75.6,29.91,23.0
male,third,midfielder,31.4,11.0,178.0,69.9,27.65,45.0
male,third,midfielder,22.1,8.0,177.7,69.4,27.4,30.0
male,third,midfielder,18.3,4.0,176.2,61.5,26.05,27.0
male,third,midfielder,21.2,7.0,175.4,75.3,28.15,11.0
male,third,midfielder,29.0,11.0,180.3,74.0,27.43,29.0
male,third,midfielder,29.7,10.0,181.7,86.9,27.87,28.0
male,third,midfielder,31.5,11.0,183.7,82.7,30.22,33.0
male,third,midfielder,19.7,5.0,170.3,66.8,28.68,14.0
male,third,midfielder,24.3,9.0,178.4,78.6,27.06,30.0
male,third,midfielder,23.7,8.0,185.5,71.2,25.08,26.0
male,third,midfielder,27.9,8.0,184.3,82.0,27.61,31.0
male,third,midfielder,24.5,8.0,178.1,70.4,27.41,32.0
male,third,midfielder,29.7,10.0,176.9,70.0,24.6,26.0
male,third,midfielder,25.5,10.0,169.0,75.1,30.25,11.0
male,third,midfielder,21.8,7.0,188.7,89.2,27.84,32.0
male,third,midfielder,27.8,12.0,170.8,68.4,30.8,35.0
male,third,midfielder,22.1,9.0,171.1,65.6,27.91,21.0
male,third,midfielder,29.4,12.0,170.2,62.6,24.43,27.0
male,third,midfielder,20.8,7.0,172.8,62.7,28.27,22.0
male,third,midfielder,27.7,9.0,183.6,82.8,28.67,37.0
male,third,midfielder,35.1,12.0,176.6,81.9,25.75,37.0
male,third,midfielder,23.9,11.0,190.2,82.0,25.67,32.0
female,third,midfielder,25.4,2.0,167.6,57.3,20.53,31.0
female,third,midfielder,27.0,2.0,163.7,61.5,20.81,17.0
female,third,midfielder,25.4,1.0,173.8,59.4,19.37,29.0
female,third,midfielder,20.1,1.0,162.9,57.9,22.3,16.0
female,third,midfielder,29.9,2.0,162.9,60.8,16.22,20.0
female,third,midfielder,25.7,1.0,166.9,53.3,22.42,22.0
female,third,midfielder,37.9,3.0,165.2,52.5,19.08,42.0
female,third,midfielder,20.1,1.0,165.5,58.1,20.21,18.0
female,third,midfielder,17.5,1.0,168.9,60.7,19.1,29.0
female,third,midfielder,32.9,2.0,171.6,59.7,20.02,39.0
female,third,midfielder,32.5,2.0,168.3,61.6,19.94,29.0
female,third,midfielder,26.2,2.0,160.1,61.7,21.01,11.0
female,third,midfielder,22.1,2.0,165.0,65.9,25.12,9.0
female,third,midfielder,30.5,3.0,164.6,56.8,23.22,28.0
female,third,midfielder,23.2,1.0,169.1,57.6,18.87,26.0
female,third,midfielder,30.7,2.0,163.7,57.8,17.23,31.0
female,third,midfielder,27.3,3.0,166.0,61.2,21.84,26.0
female,third,midfielder,19.3,1.0,166.9,64.8,21.72,9.0
female,third,midfielder,25.2,1.0,174.2,67.5,18.23,37.0
female,third,midfielder,27.0,2.0,167.1,69.7,18.33,19.0
female,third,midfielder,28.3,2.0,166.3,61.1,20.67,23.0
female,third,midfielder,24.3,1.0,166.8,60.9,21.57,18.0
female,third,midfielder,32.7,1.0,168.7,58.8,22.34,28.0
female,third,midfielder,24.4,1.0,165.3,59.0,19.22,22.0
female,third,midfielder,28.6,1.0,170.1,68.7,17.09,22.0
female,third,midfielder,29.3,2.0,164.3,54.2,18.33,31.0
female,third,midfielder,23.1,1.0,163.0,63.6,16.94,14.0
female,third,midfielder,18.7,1.0,163.4,58.4,22.92,9.0
female,third,midfielder,31.7,2.0,167.8,67.6,22.18,21.0
female,third,midfielder,29.6,2.0,167.4,58.4,18.82,32.0
female,third,midfielder,20.5,1.0,158.1,55.5,22.3,7.0
female,third,midfielder,26.7,2.0,159.7,55.9,21.48,23.0
female,third,midfielder,24.3,1.0,170.1,59.7,19.38,22.0
female,third,midfielder,27.5,2.0,165.5,67.0,22.88,22.0
female,third,midfielder,18.9,1.0,166.4,64.9,18.9,16.0
female,third,midfielder,35.5,1.0,174.2,58.8,14.42,39.0
female,third,midfielder,23.4,1.0,173.6,61.8,17.2,18.0
female,third,midfielder,20.3,1.0,167.8,53.8,21.66,26.0
female,third,midfielder,26.0,2.0,167.5,60.2,19.73,27.0
female,third,midfielder,27.6,1.0,169.2,58.6,21.18,28.0
female,third,midfielder,29.5,2.0,169.2,61.5,20.04,30.0
female,third,midfielder,26.4,1.0,165.7,52.7,18.54,21.0
female,third,midfielder,23.4,2.0,165.9,61.3,19.76,17.0
female,third,midfielder,25.8,2.0,169.8,64.8,19.5,25.0
female,third,midfielder,32.6,1.0,167.2,63.3,18.12,28.0
female,third,midfielder,24.2,1.0,166.4,63.0,21.44,21.0
female,third,midfielder,29.5,2.0,168.6,57.9,19.41,31.0
female,third,midfielder,24.0,1.0,165.3,58.6,18.58,25.0
female,third,midfielder,22.5,0.0,166.7,58.8,18.84,22.0
female,third,midfielder,25.5,2.0,165.2,61.7,21.04,27.0
female,third,midfielder,22.1,1.0,168.7,57.8,16.85,27.0
female,third,midfielder,22.0,1.0,166.0,58.7,17.61,21.0
female,third,midfielder,31.2,2.0,169.6,57.6,20.15,30.0
female,third,midfielder,26.0,1.0,165.4,61.5,19.04,20.0
female,third,midfielder,23.6,2.0,170.2,63.5,20.06,33.0
female,third,midfielder,29.0,2.0,173.7,64.2,19.51,34.0
female,third,midfielder,23.6,1.0,174.4,64.0,19.01,23.0
female,third,midfielder,28.2,2.0,159.9,49.2,19.2,25.0
female,third,midfielder,22.0,1.0,172.0,54.6,17.72,25.0
female,third,midfielder,22.0,2.0,154.0,49.0,22.58,6.0
female,third,midfielder,21.1,0.0,157.2,48.8,18.7,15.0
female,third,midfielder,27.1,1.0,169.7,64.6,19.07,23.0
female,third,midfielder,22.2,2.0,171.0,61.4,23.15,28.0
female,third,midfielder,19.6,0.0,173.6,70.0,18.39,30.0
female,third,midfielder,23.1,1.0,173.7,66.1,19.66,27.0
female,third,midfielder,34.1,2.0,167.6,63.6,22.34,37.0
female,third,midfielder,26.2,1.0,173.2,62.6,19.18,26.0
female,third,midfielder,27.4,0.0,170.4,50.5,16.6,38.0
female,third,midfielder,17.9,1.0,164.4,51.9,22.8,24.0
female,third,midfielder,28.4,2.0,160.8,50.3,21.88,23.0
female,third,midfielder,29.7,2.0,164.7,58.3,19.37,26.0
female,third,midfielder,30.1,2.0,172.5,69.4,18.41,39.0
female,third,midfielder,21.0,2.0,163.8,51.8,21.03,17.0
female,third,midfielder,27.8,1.0,173.5,68.1,19.55,30.0
female,third,midfielder,24.1,1.0,168.2,61.3,18.25,18.0
female,third,midfielder,27.7,2.0,167.2,65.0,23.22,19.0
female,third,midfielder,23.8,2.0,162.8,53.7,22.71,23.0
female,third,midfielder,27.5,2.0,170.8,62.0,22.0,32.0
female,third,midfielder,31.9,2.0,158.1,55.7,21.83,23.0
female,third,midfielder,22.8,0.0,161.4,55.8,18.02,9.0
female,third,midfielder,25.6,2.0,164.0,60.1,20.94,19.0
female,third,midfielder,22.1,1.0,163.0,61.1,22.64,8.0
female,third,midfielder,34.1,1.0,166.8,56.4,17.9,30.0
female,third,midfielder,25.0,3.0,169.1,65.9,22.63,28.0
female,third,midfielder,20.4,1.0,173.0,62.7,22.06,32.0
female,third,midfielder,26.1,2.0,173.1,69.5,21.47,27.0
female,third,midfielder,28.6,2.0,157.2,51.4,20.31,3.0
female,third,midfielder,24.6,1.0,171.1,54.3,21.55,27.0
female,third,midfielder,28.7,1.0,163.2,52.4,21.06,34.0
female,third,midfielder,22.3,2.0,172.8,71.6,20.1,22.0
female,third,midfielder,31.2,2.0,168.9,61.4,17.28,33.0
female,third,midfielder,32.8,2.0,171.8,62.8,19.96,39.0
female,third,midfielder,18.9,2.0,161.1,61.8,21.88,10.0
female,third,midfielder,23.3,2.0,165.5,53.1,21.57,28.0
female,third,midfielder,26.2,1.0,166.6,54.3,21.09,34.0
female,third,midfielder,30.3,2.0,169.0,62.3,22.51,32.0
female,third,midfielder,23.4,2.0,166.2,58.0,18.61,26.0
female,third,midfielder,25.2,2.0,163.7,55.7,21.33,29.0
female,third,midfielder,18.1,2.0,156.8,47.3,21.31,8.0
female,third,midfielder,25.3,2.0,170.4,58.1,21.13,27.0
female,third,midfielder,28.1,3.0,168.1,61.6,20.12,30.0
female,third,midfielder,26.9,2.0,157.1,60.5,22.54,17.0
female,third,midfielder,26.3,1.0,171.7,64.3,16.4,22.0
female,third,midfielder,28.5,2.0,165.6,58.7,18.29,28.0
female,third,midfielder,27.3,2.0,170.5,67.1,21.09,31.0
female,third,midfielder,30.5,2.0,169.9,57.6,23.62,36.0
female,third,midfielder,19.4,1.0,167.7,58.1,19.93,29.0
female,third,midfielder,22.7,2.0,166.7,59.4,20.0,24.0
female,third,midfielder,17.6,1.0,164.4,55.8,17.48,13.0
female,third,midfielder,26.0,1.0,169.8,59.9,20.58,31.0
female,third,midfielder,31.7,2.0,170.5,67.1,20.22,31.0
female,third,midfielder,27.2,2.0,172.1,65.7,18.65,41.0
female,third,midfielder,30.1,2.0,168.4,61.6,23.03,27.0
female,third,midfielder,21.4,1.0,169.6,62.6,21.51,24.0
female,third,midfielder,25.8,2.0,173.6,63.0,19.27,25.0
female,third,midfielder,29.1,1.0,161.2,57.4,20.46,19.0
female,third,midfielder,26.5,2.0,170.2,60.9,14.94,36.0
female,third,midfielder,29.2,2.0,166.2,65.1,20.49,22.0
female,third,midfielder,30.2,2.0,169.7,61.9,18.93,28.0
female,third,midfielder,23.0,1.0,173.4,64.3,19.24,29.0
female,third,midfielder,22.4,2.0,167.3,53.6,21.63,30.0
female,third,midfielder,22.4,1.0,163.7,59.8,21.2,10.0
female,third,midfielder,26.5,1.0,166.7,66.5,20.42,28.0
female,third,midfielder,22.1,0.0,172.1,60.9,18.0,26.0
female,third,midfielder,18.4,1.0,159.5,50.6,20.83,15.0
female,third,midfielder,30.3,2.0,173.9,63.2,17.74,38.0
female,third,midfielder,24.3,1.0,170.2,67.4,22.31,18.0
female,third,midfielder,24.2,1.0,165.7,59.2,19.22,32.0
female,third,midfielder,23.7,1.0,159.6,53.6,18.46,20.0
female,third,midfielder,28.4,2.0,161.9,57.3,24.14,27.0
female,third,midfielder,36.4,2.0,169.7,57.0,19.46,47.0
female,third,midfielder,27.1,2.0,169.4,66.9,20.19,28.0
female,third,midfielder,25.7,2.0,165.7,63.8,24.56,10.0
female,third,midfielder,29.8,2.0,166.3,55.6,20.12,37.0
female,third,midfielder,30.8,2.0,168.6,55.2,19.52,31.0
female,third,midfielder,31.3,1.0,171.6,66.3,19.26,32.0
female,third,midfielder,28.0,3.0,169.3,65.4,21.01,26.0
female,third,midfielder,22.0,2.0,169.1,61.2,22.19,21.0
female,third,midfielder,34.6,1.0,171.4,58.8,17.85,39.0
female,third,midfielder,25.3,2.0,166.5,52.6,23.52,36.0
female,third,midfielder,34.3,2.0,164.7,61.2,19.8,29.0
female,third,midfielder,27.0,2.0,163.6,58.7,21.61,28.0
female,third,midfielder,23.1,1.0,164.7,56.5,19.94,26.0
female,third,midfielder,22.4,2.0,166.7,64.2,23.1,19.0
female,third,midfielder,20.8,1.0,165.7,55.3,22.69,11.0
female,third,midfielder,31.0,1.0,175.2,69.3,17.12,34.0
female,third,midfielder,30.3,1.0,167.0,64.8,19.91,27.0
female,third,midfielder,28.0,2.0,172.4,61.1,18.36,31.0
female,third,midfielder,23.6,1.0,165.3,60.1,20.6,28.0
female,third,midfielder,27.5,2.0,168.2,62.8,19.98,23.0
female,third,midfielder,28.3,2.0,166.4,59.2,22.57,25.0
female,third,midfielder,21.9,2.0,173.0,64.8,21.6,22.0
female,third,midfielder,27.0,1.0,169.1,56.0,18.07,27.0
female,third,midfielder,27.6,0.0,166.2,51.4,18.76,31.0
female,third,midfielder,32.7,2.0,168.2,66.3,19.03,32.0
female,third,midfielder,24.4,1.0,168.1,60.6,17.76,21.0
female,third,midfielder,21.0,1.0,163.2,53.7,20.25,16.0
male,first,defender,22.5,170.0,182.7,71.6,31.05,28.0
male,first,defender,23.0,105.0,179.2,79.2,28.57,20.0
male,first,defender,28.3,224.0,185.7,64.0,33.59,34.0
male,first,defender,22.5,115.0,185.1,71.4,31.58,29.0
male,first,defender,38.1,258.0,181.4,62.8,30.51,33.0
male,first,defender,33.5,219.0,181.9,75.7,30.34,31.0
male,first,defender,25.5,147.0,187.7,77.8,32.26,26.0
male,first,defender,26.1,116.0,181.1,77.0,31.34,20.0
male,first,defender,23.8,51.0,181.1,82.7,29.92,17.0
male,first,defender,26.3,215.0,180.5,77.4,32.42,22.0
male,first,defender,31.2,355.0,182.9,77.5,32.86,30.0
male,first,defender,28.9,195.0,179.8,77.0,30.59,22.0
male,first,defender,24.1,206.0,180.2,67.1,32.47,29.0
male,first,defender,32.2,234.0,180.8,77.0,30.58,24.0
male,first,defender,23.5,28.0,184.4,82.8,29.3,18.0
male,first,defender,31.9,292.0,180.1,75.9,33.11,29.0
male,first,defender,30.3,169.0,179.9,82.1,28.13,22.0
male,first,defender,25.5,182.0,185.8,76.0,31.6,30.0
male,first,defender,33.3,261.0,191.6,84.0,32.77,37.0
male,first,defender,21.4,71.0,172.7,65.5,28.48,14.0
male,first,defender,22.7,184.0,183.4,74.8,34.36,23.0
male,first,defender,26.4,161.0,178.9,70.2,30.7,29.0
male,first,defender,23.6,195.0,179.1,67.8,32.98,32.0
male,first,defender,19.4,85.0,176.5,70.5,30.75,16.0
male,first,defender,23.4,105.0,170.2,67.3,31.64,15.0
male,first,defender,28.3,187.0,182.6,73.8,30.73,26.0
male,first,defender,28.1,249.0,186.6,83.2,29.51,32.0
male,first,defender,20.4,83.0,175.3,66.4,29.9,20.0
male,first,defender,28.3,190.0,183.2,76.7,34.65,20.0
male,first,defender,18.4,163.0,180.3,76.7,31.54,23.0
male,first,defender,20.9,218.0,178.7,71.2,33.0,22.0
male,first,defender,25.5,202.0,188.7,80.9,32.18,31.0
male,first,defender,33.0,151.0,179.9,71.0,32.67,26.0
male,first,defender,25.2,78.0,181.4,68.3,29.15,25.0
male,first,defender,26.1,210.0,191.1,81.1,31.39,32.0
male,first,defender,22.7,190.0,190.5,82.9,31.75,31.0
male,first,defender,20.6,144.0,178.5,79.9,29.5,16.0
male,first,defender,25.3,107.0,187.1,76.1,30.29,29.0
male,first,defender,25.4,165.0,187.2,84.1,29.95,26.0
male,first,defender,26.5,180.0,181.8,80.2,31.17,15.0
male,first,defender,26.6,163.0,186.4,89.6,29.44,27.0
male,first,defender,23.8,61.0,187.9,75.9,31.42,26.0
male,first,defender,25.4,182.0,181.3,77.1,29.53,30.0
male,first,defender,26.8,163.0,186.3,78.0,33.99,22.0
male,first,defender,19.7,104.0,180.3,78.1,31.37,18.0
male,first,defender,27.7,201.0,186.6,83.0,31.03,29.0
male,first,defender,23.4,170.0,182.8,75.6,31.11,22.0
male,first,defender,21.7,187.0,175.2,74.3,31.25,24.0
male,first,defender,28.3,182.0,189.5,84.3,33.41,26.0
male,first,defender,32.0,184.0,188.4,83.1,29.93,30.0
male,first,defender,19.0,169.0,178.1,75.9,32.16,24.0
male,first,defender,24.7,178.0,190.5,76.0,29.28,25.0
male,first,defender,23.7,118.0,180.6,73.0,32.2,22.0
male,first,defender,23.5,236.0,189.1,88.7,29.04,31.0
male,first,defender,28.8,266.0,181.8,75.2,32.12,25.0
male,first,defender,29.5,266.0,168.2,64.0,34.05,18.0
male,first,defender,23.8,135.0,174.9,73.8,31.9,19.0
male,first,defender,17.4,134.0,180.4,76.5,28.54,22.0
male,first,defender,27.9,172.0,186.2,73.7,29.34,33.0
male,first,defender,18.1,120.0,184.0,71.0,32.77,25.0
male,first,defender,23.7,180.0,187.4,81.6,30.49,22.0
male,first,defender,26.6,140.0,180.2,77.6,30.15,22.0
male,first,defender,24.7,209.0,179.9,68.2,31.97,29.0
male,first,defender,22.1,171.0,178.9,76.5,32.2,14.0
male,first,defender,22.7,162.0,179.4,75.1,31.01,21.0
male,first,defender,26.1,207.0,180.3,73.1,31.39,21.0
male,first,defender,24.8,102.0,185.2,74.5,30.01,28.0
male,first,defender,22.7,177.0,183.1,74.8,33.56,32.0
male,first,defender,29.5,286.0,173.3,69.2,29.59,24.0
male,first,defender,25.2,164.0,180.6,75.5,32.53,23.0
male,first,defender,29.3,247.0,181.7,77.1,29.15,30.0
male,first,defender,34.4,161.0,182.4,79.0,31.72,26.0
male,first,defender,27.6,138.0,191.8,82.5,31.19,31.0
male,first,defender,23.9,264.0,179.3,69.6,31.11,29.0
male,first,defender,20.2,0.0,179.4,74.9,30.36,16.0
male,first,defender,29.8,222.0,184.8,87.0,29.44,31.0
male,first,defender,27.2,195.0,179.3,71.3,29.28,31.0
male,first,defender,28.0,175.0,180.3,77.8,31.83,27.0
male,first,defender,25.7,175.0,188.9,76.4,33.43,30.0
male,first,defender,27.2,207.0,179.3,71.5,30.87,20.0
male,first,defender,27.9,226.0,190.1,85.2,32.37,31.0
male,first,defender,29.7,220.0,181.4,75.5,30.95,29.0
male,first,defender,30.5,231.0,190.2,77.5,32.33,36.0
male,first,defender,23.7,165.0,183.8,72.3,29.35,20.0
male,first,defender,30.5,263.0,179.5,72.4,30.07,28.0
male,first,defender,31.0,156.0,187.2,71.8,29.99,29.0
male,first,defender,21.3,152.0,176.5,70.9,30.55,22.0
male,first,defender,21.9,122.0,179.5,74.0,30.24,19.0
male,first,defender,25.5,202.0,172.8,69.0,31.84,24.0
male,first,defender,23.1,226.0,182.5,72.4,33.31,30.0
male,first,defender,28.9,174.0,174.1,72.0,30.16,23.0
male,first,defender,21.8,191.0,177.1,66.2,31.05,21.0
male,first,defender,21.7,147.0,186.3,81.1,31.71,23.0
male,first,defender,30.5,341.0,182.8,82.2,30.88,30.0
male,first,defender,26.4,170.0,176.5,63.4,31.57,24.0
male,first,defender,30.8,124.0,180.1,72.2,27.32,25.0
male,first,defender,28.9,199.0,186.1,76.5,31.51,31.0
male,first,defender,20.2,95.0,176.6,74.1,30.79,11.0
