Sex,Sample ID,Month,Season,Year,Site,Ad_Atlantic_Salmon,Ad_cutthroat_trout,Ad_dolly_varden,Ad_Chinook_salmon,Ad_chum_salmon,Ad_coho_salmon,Ad_pink_salmon,Ad_sockeye_salmon,Ad_steelhead,American_Shad,Atka_Mackerel,Bathyraja_interrupta,Bay_Goby,Bering_Flounder,Big_Skate,Blackbelly_Eelpout,Buffalo_Sculpin,Butter_Sole,Cabezon,California_Market_Squid,Capelin,China_Rockfish,Dover_Sole,Dungeness_crab,English_Sole,Eulachon,Giant_Pacific_Octopus,Giant_Wrymouth,Great_Sculpin,Juv_Atlantic_salmon,Juv_Chinook_salmon,Juv_chum_salmon,Juv_coho_salmon,Juv_cutthroat_trout,Juv_dolly_varden,Juv_pink_salmon_,Juv_sockeye_salmon,Juv_steelhead,Kelp_Greenling,Lingcod,Longfin_Smelt,Longspine_Combfish,Magister_armhook_squid,Northern_Anchovy,Northern_Clingfish,Northern_Smoothtongue,Pacific_Cod,Pacific_Hake,Pacific_Halibut,Pacific_Herring,Pacific_Red_Octopus,Pacific_Sand_Lance,Pacific_Sandfish,Pacific_Staghorn_Sculpin,Pacific_Tomcod,Padded_Sculpin,Pile_Surfperch,Plainfin_Midshipman,Prickly_Sculpin,Puget_Sound_Rockfish,Red_Irish_Lord,River_Lamprey,Rock_Gunnel,Sablefish,Saddleback_Gunnel,Sand_Sole,Shiner_Surfperch,Snake_Prickleback,Speckled_Sanddab,Spiny_Dogfish,Spotted_Ratfish,Starry_Flounder,Striped_Surfperch,Surf_Smelt,Tadpole_Sculpin,Threespine_Stickleback,Walleye_Pollock,Whitebait_Smelt,Whitespotted_Greenling,Wolf_Eel,,Batrachoidiformes,Cephalopoda,Chimaeriformes,Clupeiformes,Crustacea,Gadiformes,Gasterosteiformes,Gobiesociformes,Osmeriformes,Perciformes,Petromyzontiformes,Pleuronectiformes,Rajiformes,Salmoniformes,Scorpaeniformes,Squaliformes
F,Pv13.058,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44660194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.55339806,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,18.44660194,0,0,0,0,0,81.55339806,0,0,0,0,0,0
F,Pv13.041,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.964757709,0,0,0,0,1.762114537,0,0,0,0,0,0,0,0,0,0,94.27312775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.762114537,0,0,0,3.964757709,0,0,0,0,0,0,94.27312775,0
F,Pv13.040,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,10,0,0,50,0,0,0,0,30,0,0
M,Pv13.057,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.550387597,0,0,0,0,0,0,0,0,0,1.550387597,0,0,0,0,0,0,0,0,0,0,0,0,0,96.89922481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,96.89922481,0,0,0,0,1.550387597,0,0,0,0,1.550387597,0,0
M,Pv13.046,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1453708,6.662828322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.67789165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.513909224,0,0,0,0,,0,0,0,89.67789165,0,0,3.513909224,0,0,0,0,0,0,6.808199122,0,0
M,Pv13.045,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.043,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.802575107,0,3.605150214,0,0,3.605150214,0,0,0,0,0,0,0,0,0,0,0,0,0,90.98712446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,90.98712446,0,0,0,0,0,0,0,0,0,9.012875535,0,0
M,Pv13.042,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.038,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.08219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,21.91780822,0,0,0,0,0,0,0,0,0,78.08219178,0,0
M,Pv13.037,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv13.036,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.880658436,0,0,0,0,0,0,0,0,0,0,1.646090535,0,0,0,0,0,0,72.01646091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.45679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,23.45679012,0,0,0,0,1.646090535,0,0,0,2.880658436,72.01646091,0,0
M,Pv13.035,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.41961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316076294,0,0,5.040871935,0,0,0,4.223433243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5.040871935,0,2.316076294,0,0,0,0,0,0,88.41961853,0,4.223433243,0
M,Pv13.034,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0,0,,0,0,0,2.222222222,0,1.111111111,0,0,0,0,0,0,0,96.66666667,0,0
M,Pv13.032,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.031,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.96864502,0,0,0,0,0,0,0,0,0,0,0,0,4.031354983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.031354983,0,0,0,0,0,0,0,0,0,95.96864502,0,0
M,Pv13.030,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.02564103,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282051282,1.282051282,0,0,0,,0,0,0,91.02564103,0,1.282051282,1.282051282,0,3.846153846,0,0,0,0,1.282051282,1.282051282,0
F,Pv13.188,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.37865311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.62134689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,53.62134689,0,0,0,0,0,0,0,0,0,46.37865311,0,0
F,Pv13.187,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,92.75362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.072463768,0,0,0,0,,0,0,0,92.75362319,0,2.173913043,5.072463768,0,0,0,0,0,0,0,0,0
F,Pv13.185,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.74125874,0,0,0,1.258741259,0,0,0,0,,0,0,0,0,0,0,1.258741259,0,0,0,0,98.74125874,0,0,0,0
F,Pv13.184,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,93.29268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.829268293,0,2.43902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43902439,0,0,0,0,,0,0,0,2.43902439,0,1.829268293,2.43902439,0,0,0,0,93.29268293,0,0,0,0
F,Pv13.183,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.73040752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.194357367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07523511,0,0,0,0,0,0,0,0,,0,0,0,2.194357367,0,0,0,0,0,0,0,97.80564263,0,0,0,0
F,Pv13.179,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.838739574,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297497683,0,0,0,0,0,92.86376274,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5.838739574,0,94.16126042,0,0,0,0
F,Pv13.177,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
F,Pv13.172,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2677532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5983702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164144354,13.96973225,0,0,0,,0,0,0,0,0,13.96973225,1.164144354,0,0,0,0,30.2677532,0,54.5983702,0,0
F,Pv13.170,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,4.761904762,0,0,4.761904762,4.761904762,0,0,0,0,0,0,0,0,0,0,9.523809524,0,19.04761905,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0,38.0952381,0,0,0,0,,0,0,0,19.04761905,0,9.523809524,38.0952381,0,0,4.761904762,0,0,0,23.80952381,4.761904762,0
F,Pv13.169,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,2.5,0,3.75,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,0,0,6.25,0,0,0,0,,0,0,0,82.5,0,3.75,6.25,0,2.5,1.25,0,1.25,0,2.5,0,0
F,Pv13.168,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv13.126,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.180,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.55769231,0,1.442307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.442307692,0,98.55769231,0,0,0,0,0,0,0,0,0,0
M,Pv13.178,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.176,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv13.174,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv13.127,5,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.36547434,0,0,0,0,0,0,0,0,0,0,0,0,4.634525661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.634525661,0,0,0,0,0,0,0,0,0,95.36547434,0,0
F,Pv13.217,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.54563895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.45436105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,32.45436105,0,0,0,0,0,0,0,0,0,0,67.54563895,0
F,Pv13.215,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.21428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,0,0,0,0,,0,0,0,98.21428571,0,0,1.785714286,0,0,0,0,0,0,0,0,0
F,Pv13.207,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.506024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4939759,0,0,0,0,,0,0,0,0,0,0,93.4939759,0,0,6.506024096,0,0,0,0,0,0
F,Pv13.206,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv13.203,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,61.64908917,0,0,0,0,0,0,0,0,0,0,38.35091083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
M,Pv13.218,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv13.213,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.90592334,49.82578397,22.99651568,0,0,0,1.742160279,0,0,0,0,0,0,0,0,0,0,1.393728223,0,2.090592334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045296167,0,0,0,0,,0,0,0,2.090592334,0,1.393728223,1.045296167,0,0,0,0,0,0,95.47038327,0,0
M,Pv13.212,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612903226,0,0,0,94.35483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419354839,0,0,0,0,,0,0,0,94.35483871,0,0,2.419354839,0,1.612903226,0,0,0,1.612903226,0,0,0
M,Pv13.205,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342281879,0,1.174496644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.48322148,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.174496644,0,1.342281879,0,0,0,97.48322148,0,0,0,0,0,0
M,Pv13.204,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.202,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435406699,98.5645933,0,0,0,,0,0,0,0,0,98.5645933,1.435406699,0,0,0,0,0,0,0,0,0
M,Pv13.201,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.944444444,0,0,0,93.05555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6.944444444,0,0,0,0,0,0,0,0,0,0,93.05555556,0
M,Pv13.200,6,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv13.288,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv13.285,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.799511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200488998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2.200488998,0,0,0,0,0,0,0,97.799511,0,0
F,Pv13.282,7,spring,2013,Comox,0,0,0,0,0,0,0,3.076923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3076923,0,0,0,0,0,0,0,0,0,0,53.84615385,0,30.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,30.76923077,0,53.84615385,0,0,0,0,0,0,0,15.38461538,0,0
F,Pv13.281,7,spring,2013,Comox,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.72727273,0,0,0,0,0,0,0,0,0,0,5.050505051,0,4.04040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.04040404,0,5.050505051,0,0,0,0,0,0,0,90.90909091,0,0
F,Pv13.273,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv13.272,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv13.270,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.294,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv13.293,7,spring,2013,Comox,0,0,0,0,1.666666667,1.666666667,3.333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666,6.666666666,0,0,13.33333334,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,25,8.333333333,0,0,0,,0,0,0,8.333333333,0,25,25,0,0,8.333333333,0,0,0,33.33333334,0,0
M,Pv13.292,7,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
