MSZoning,LotArea,Street,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
RL,9405,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,9,1947,2008,TA,Ex,CBlock,0,0,698,698,GasA,Ex,Y,698,0,0,698,0,1,1,0,2,1,TA,4,Typ,0,0,0,Y,0,200,0,0,0,0,0,6,2009,Normal,118000
RL,9125,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,7,5,1992,1992,TA,TA,PConc,0,0,384,384,GasA,Gd,Y,812,670,0,1482,0,0,2,1,3,1,Gd,7,Typ,1,2,392,Y,100,25,0,0,0,0,0,7,2007,Normal,163900
RL,10434,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1955,1955,TA,TA,CBlock,0,0,1005,1005,GasA,TA,Y,1005,0,0,1005,0,0,1,0,2,1,Fa,5,Typ,1,2,672,Y,0,0,0,0,0,0,0,11,2009,Normal,115000
RL,3684,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2007,2007,Gd,TA,PConc,0,0,1373,1373,GasA,Ex,Y,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,3,660,Y,143,20,0,0,0,0,0,6,2009,Normal,174000
RL,14572,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,1300,0,230,1530,GasA,Ex,Y,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,3,630,Y,144,36,0,0,0,0,0,11,2007,Family,259000
RL,11796,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,2,434,Y,100,48,0,0,0,0,0,7,2007,Normal,215000
RM,7200,Pave,Lvl,AllPub,Gtl,Duplex,SFoyer,5,5,1980,1980,TA,TA,CBlock,936,0,0,936,GasA,TA,Y,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,2,672,Y,49,0,0,0,0,0,0,8,2007,Normal,140000
RL,7804,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,3,1928,1950,TA,TA,BrkTil,622,0,500,1122,GasA,TA,Y,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,2,2,576,Y,431,44,0,0,0,0,0,12,2009,Normal,135000
RL,10712,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1991,1992,TA,TA,PConc,212,0,762,974,GasA,TA,Y,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,0,0,Y,0,28,0,0,0,0,0,9,2007,Abnorml,93500
RM,9900,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,4,1880,1950,TA,TA,BrkTil,0,0,1008,1008,GasW,TA,Y,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,1,205,N,0,48,0,0,0,0,0,5,2007,Normal,117500
RL,9828,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,1995,1995,Gd,TA,PConc,584,0,544,1128,GasA,Ex,Y,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,2,466,Y,0,155,0,0,0,0,0,6,2009,Normal,239500
RL,8773,Pave,HLS,AllPub,Gtl,1Fam,2Story,6,5,1997,1997,TA,TA,PConc,0,0,916,916,GasA,Gd,Y,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,2,460,Y,100,38,0,0,0,0,0,8,2007,Normal,169000
RM,6180,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1926,1950,TA,TA,BrkTil,0,0,960,960,GasA,TA,N,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,1,180,Y,0,128,0,0,0,0,0,5,2007,Normal,102000
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,5,1950,1950,TA,TA,CBlock,280,0,752,1032,GasA,TA,Y,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,1,288,Y,0,0,96,0,0,0,0,4,2008,Abnorml,119000
RL,6342,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,8,1875,1996,TA,Gd,CBlock,0,0,780,780,GasA,Gd,N,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,0,0,N,0,0,176,0,0,0,0,5,2010,Normal,94000
RL,9819,Pave,Lvl,AllPub,Mod,1Fam,1Story,6,5,1977,1977,TA,TA,PConc,1567,0,0,1567,GasA,TA,Y,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,2,714,Y,264,32,0,0,0,0,0,5,2009,Normal,196000
RL,8731,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1920,1950,TA,Fa,BrkTil,645,0,270,915,GasA,TA,Y,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,2,495,Y,0,0,216,0,126,0,0,5,2007,Normal,144000
RL,7350,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1951,1951,TA,TA,CBlock,852,0,100,952,GasA,TA,Y,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,2,840,Y,0,0,0,0,0,0,0,6,2008,Abnorml,139000
RL,10304,Pave,Lvl,AllPub,Gtl,1Fam,2Story,5,7,1976,1976,TA,Gd,CBlock,381,0,399,780,GasA,Ex,Y,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,2,484,Y,448,96,0,0,0,0,0,10,2009,Normal,197500
RL,9965,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2006,2007,Gd,TA,PConc,1150,0,316,1466,GasA,Ex,Y,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,3,1052,Y,125,144,0,0,0,0,0,4,2007,Partial,424870
RL,9000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,3,1959,1959,TA,TA,CBlock,288,0,718,1006,GasA,TA,Y,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,0,0,Y,0,24,0,0,0,0,0,7,2008,Normal,80000
RL,12180,Pave,Lvl,AllPub,Gtl,2fmCon,1.5Fin,4,4,1941,1950,TA,Fa,BrkTil,348,0,324,672,Grav,Fa,N,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,1,280,Y,0,0,0,0,0,0,0,7,2010,Normal,80000
RM,6240,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1928,1950,TA,TA,BrkTil,0,0,1042,1042,GasA,Ex,Y,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,1,225,Y,0,0,0,0,0,0,0,8,2006,Family,149000
RL,11200,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1985,1985,Gd,TA,CBlock,1258,0,40,1298,GasA,TA,Y,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,2,403,Y,165,26,0,0,0,0,0,5,2006,Normal,180000
RL,12000,Pave,Bnk,AllPub,Gtl,1Fam,2Story,7,7,1941,1950,TA,TA,CBlock,275,0,429,704,GasA,Ex,Y,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,1,234,Y,0,0,0,0,0,0,0,7,2009,Normal,174500
RM,5700,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,7,1926,1950,TA,TA,PConc,0,0,572,572,GasA,TA,Y,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,1,288,Y,0,0,176,0,0,0,0,8,2008,Normal,116900
RM,9000,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,9,1920,1988,TA,Gd,PConc,624,0,26,650,GasA,Ex,Y,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,2,324,Y,0,0,0,0,0,0,0,7,2009,Normal,143000
RL,8280,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1950,1950,TA,TA,CBlock,0,0,932,932,GasA,Ex,Y,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,1,306,Y,0,0,214,0,0,0,0,11,2007,Normal,124000
RL,17755,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,4,1959,1959,TA,TA,CBlock,176,0,1290,1466,GasA,TA,Y,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,2,528,Y,0,140,0,0,100,0,0,11,2006,Normal,149900
RL,14115,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1956,2004,TA,TA,PConc,296,547,230,1073,GasA,Ex,Y,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,2,470,Y,0,0,280,0,0,0,0,7,2006,Abnorml,230000
RM,5890,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,8,1930,2007,Gd,Gd,BrkTil,538,0,278,816,GasA,Ex,Y,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,1,432,Y,0,0,96,0,0,0,0,6,2008,Normal,120500
RL,13700,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,6,1965,1988,TA,TA,CBlock,454,0,410,864,GasA,TA,Y,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,2,492,Y,60,84,0,0,273,0,0,5,2008,Normal,201800
RL,10768,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1976,2004,Gd,Gd,CBlock,1157,0,280,1437,GasA,TA,Y,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,2,528,Y,0,21,0,0,180,0,0,7,2007,Normal,218000
RL,9350,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,8,1965,1999,TA,Gd,PConc,633,0,586,1219,GasA,Gd,Y,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,2,502,Y,0,92,0,96,0,0,0,10,2008,Normal,179900
RL,5001,Pave,Lvl,AllPub,Gtl,Twnhs,1Story,7,5,2007,2008,Gd,TA,PConc,904,0,410,1314,GasA,Ex,Y,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,2,626,Y,172,62,0,0,0,0,0,7,2009,Normal,230000
RL,11932,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2007,2008,Gd,TA,PConc,0,0,1580,1580,GasA,Ex,Y,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,3,830,Y,0,24,0,0,0,0,0,6,2008,Partial,235128
RL,9120,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,6,1974,1974,Gd,TA,CBlock,442,0,459,901,GasA,TA,Y,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,2,540,Y,0,69,0,0,0,0,0,7,2008,Normal,185000
RL,2280,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,6,5,1978,1978,TA,TA,CBlock,311,0,544,855,GasA,Fa,Y,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,2,440,Y,26,0,0,0,0,0,0,7,2010,Normal,146000
RL,14778,Pave,Low,AllPub,Gtl,1Fam,1Story,6,7,1954,2006,Gd,TA,CBlock,728,0,568,1296,GasA,Ex,Y,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,2,924,Y,108,0,0,216,0,0,0,11,2008,Normal,224000
RL,8724,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,492,0,402,894,GasA,Gd,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,2,450,Y,0,0,0,0,0,0,0,5,2007,Normal,129000
RL,12900,Pave,Lvl,AllPub,Gtl,Duplex,SFoyer,4,4,1969,1969,TA,TA,CBlock,1198,0,0,1198,GasA,TA,Y,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,2,400,Y,120,0,0,0,0,0,0,1,2008,Alloca,108959
RL,16157,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,7,1978,1978,TA,TA,PConc,680,391,289,1360,GasA,Ex,Y,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,2,588,Y,168,180,0,0,0,0,0,6,2007,Normal,194000
RL,9541,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2009,2009,Gd,TA,PConc,0,0,1502,1502,GasA,Ex,Y,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,2,644,Y,0,114,0,0,0,0,0,9,2009,Partial,233170
RL,10475,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2008,2008,Gd,TA,PConc,0,0,1694,1694,GasA,Ex,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,3,776,Y,160,33,0,0,0,0,0,2,2010,Normal,245350
RL,10852,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2000,2000,TA,TA,PConc,786,0,173,959,GasA,Ex,Y,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,2,472,Y,0,38,0,0,0,0,0,2,2006,Normal,173000
RL,13728,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,7,1935,1986,TA,TA,CBlock,626,0,501,1127,GasA,Ex,Y,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,2,540,Y,0,0,0,0,90,0,0,7,2008,Normal,235000
RL,35760,Pave,Lvl,AllPub,Gtl,1Fam,2Story,10,5,1995,1996,Gd,Gd,PConc,1387,0,543,1930,GasA,Ex,Y,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,3,807,Y,361,76,0,0,0,0,0,7,2006,Normal,625000
RL,9880,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,6,1977,1977,TA,TA,CBlock,522,0,574,1096,GasA,TA,Y,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,1,358,Y,203,0,0,0,0,576,0,7,2008,Normal,171000
RL,9120,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1958,1958,TA,TA,CBlock,662,0,599,1261,GasA,Ex,Y,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,2,433,Y,0,0,0,0,288,0,1400,11,2008,Normal,163000
FV,4017,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,7,5,2006,2007,Gd,TA,PConc,0,0,625,625,GasA,Ex,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,2,625,Y,0,54,0,0,0,0,0,3,2008,Normal,171900
RL,18030,Pave,Bnk,AllPub,Gtl,1Fam,1.5Fin,5,6,1946,1994,TA,TA,CBlock,152,469,977,1598,GasA,TA,Y,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,0,0,Y,122,0,0,0,0,0,0,3,2007,Normal,200500
RL,16560,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,8,1932,1950,TA,TA,BrkTil,503,0,449,952,GasA,TA,Y,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,2,360,Y,0,0,0,0,0,0,0,7,2006,Normal,239000
RL,10678,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,8,5,1992,2000,Gd,TA,PConc,700,0,983,1683,GasA,Ex,Y,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,2,541,Y,0,33,0,0,0,0,0,4,2007,Normal,285000
RL,6951,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1984,1985,TA,TA,CBlock,658,0,218,876,GasA,TA,Y,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,1,264,Y,362,0,0,0,0,0,0,10,2008,Normal,119500
RM,3950,Pave,Bnk,AllPub,Gtl,1Fam,1.5Fin,6,8,1926,2004,TA,TA,CBlock,468,0,350,818,GasA,TA,Y,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,1,210,N,0,0,116,0,0,0,0,12,2009,Normal,115000
RL,7681,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1921,1950,TA,TA,BrkTil,0,0,731,731,GasA,Ex,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,1,186,Y,192,0,102,0,0,0,0,7,2009,Normal,154900
RL,8335,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1954,1954,TA,TA,Slab,0,0,0,0,GasA,Gd,Y,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,0,0,N,0,36,190,0,0,0,0,4,2006,Normal,93000
RL,11170,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1990,1991,TA,TA,Wood,1216,0,0,1216,GasA,Ex,Y,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,2,693,Y,0,0,0,0,0,0,0,4,2006,Normal,250000
RM,5587,Pave,HLS,AllPub,Mod,TwnhsE,1Story,8,5,2008,2008,Ex,TA,PConc,1480,0,120,1600,GasA,Ex,Y,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,2,482,Y,162,53,0,153,0,0,0,11,2008,Partial,392500
RL,15623,Pave,Lvl,AllPub,Gtl,1Fam,2Story,10,5,1996,1996,Gd,TA,PConc,2096,0,300,2396,GasA,Ex,Y,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,3,813,Y,171,78,0,0,0,555,0,7,2007,Abnorml,745000
RL,10800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1920,1950,TA,TA,BrkTil,821,0,299,1120,GasA,Ex,Y,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,2,720,Y,229,0,0,0,0,0,0,6,2006,Normal,120000
RL,35133,Grvl,Lvl,AllPub,Mod,1Fam,1Story,5,4,1963,1963,TA,TA,CBlock,1159,0,413,1572,GasA,Gd,Y,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,3,995,Y,0,263,0,0,263,0,0,5,2007,Normal,186700
RL,9738,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1924,1950,TA,Gd,BrkTil,392,0,392,784,GasA,Gd,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,1,392,Y,0,0,236,0,0,0,0,3,2006,Normal,104900
RL,10615,Pave,Bnk,AllPub,Mod,2fmCon,2Story,3,5,1900,1970,TA,TA,CBlock,440,0,538,978,GasA,TA,Y,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,2,420,Y,0,74,0,0,0,0,0,8,2009,Abnorml,95000
RL,12461,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,1994,1995,Gd,TA,PConc,1456,0,168,1624,GasA,Ex,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,3,757,Y,0,114,192,0,0,0,0,7,2006,Normal,262000
RL,8935,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2002,2002,Gd,TA,PConc,0,0,831,831,GasA,Ex,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,2,493,Y,144,68,0,0,0,0,0,7,2009,Normal,195000
RL,7500,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1999,1999,TA,TA,PConc,0,0,994,994,GasA,Gd,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,2,442,Y,140,60,0,0,0,0,0,6,2010,Normal,189000
RL,32463,Pave,Low,AllPub,Mod,2fmCon,1Story,4,4,1961,1975,TA,Gd,CBlock,1159,0,90,1249,GasA,Ex,Y,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,4,1356,Y,439,0,0,0,0,0,0,3,2007,Normal,168000
FV,2645,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,8,5,1999,2000,Gd,TA,PConc,0,0,776,776,GasA,Ex,Y,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,2,492,Y,206,0,0,0,0,0,0,11,2007,Normal,174000
RM,9600,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,8,1925,1994,TA,TA,PConc,0,0,702,702,GasA,Gd,Y,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,1,250,P,0,0,84,0,0,0,0,7,2007,Normal,125000
RM,4500,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,1999,1999,TA,TA,PConc,883,0,341,1224,GasA,Ex,Y,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,2,402,Y,0,304,0,0,0,0,0,6,2009,Normal,165000
RL,9364,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,7,1969,1969,TA,TA,CBlock,371,0,292,663,GasA,TA,Y,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,1,299,Y,379,36,0,0,0,0,0,3,2010,Normal,158000
RL,8029,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2005,2005,TA,TA,PConc,0,0,728,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,2,400,Y,100,24,0,0,0,0,0,7,2008,Normal,176000
RL,14054,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,0,0,879,879,GasA,Ex,Y,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,3,660,Y,100,17,0,0,0,0,0,11,2006,Partial,219210
RM,8850,Pave,Bnk,AllPub,Gtl,1Fam,2.5Unf,7,6,1916,1950,TA,TA,BrkTil,0,0,815,815,GasA,Ex,Y,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,1,225,Y,0,0,330,0,0,0,0,7,2006,Normal,144000
RL,9100,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2001,2001,Gd,TA,PConc,0,0,1212,1212,GasA,Ex,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,2,573,Y,356,0,0,0,0,0,0,6,2009,Normal,178000
RL,11235,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1963,1979,TA,TA,CBlock,547,0,504,1051,GasA,Gd,Y,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,2,459,Y,0,82,0,0,0,0,0,10,2006,Normal,148000
RL,9353,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1970,1970,TA,TA,CBlock,0,0,864,864,GasA,Gd,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,1,280,Y,0,0,0,0,0,0,0,7,2006,Abnorml,116050
RL,10400,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1998,1998,TA,TA,PConc,0,0,866,866,GasA,Ex,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,2,546,Y,198,36,0,0,0,0,0,3,2009,Normal,197900
RM,6000,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,8,1925,1997,TA,TA,BrkTil,0,0,884,884,GasA,Ex,Y,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,1,216,N,0,0,208,0,0,0,0,5,2009,Normal,117000
RL,9750,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2000,2001,Gd,TA,PConc,0,0,1630,1630,GasA,Ex,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,2,451,Y,74,234,0,0,0,0,0,10,2009,Normal,213000
RL,10140,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1975,1975,TA,TA,CBlock,788,0,268,1056,GasA,Ex,Y,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,2,495,Y,0,88,0,0,0,0,0,7,2006,Normal,153500
RL,14684,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,7,1990,1991,Gd,TA,CBlock,485,177,1496,2158,GasA,Gd,Y,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,3,701,Y,84,70,0,0,0,0,0,6,2009,Normal,271900
RH,8900,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,4,1966,1966,TA,TA,CBlock,1056,0,0,1056,GasA,TA,Y,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,1,384,Y,0,42,0,0,0,0,0,11,2006,Normal,107000
RL,9135,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,2003,2003,Gd,TA,PConc,340,0,1342,1682,GasA,Ex,Y,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,2,544,Y,192,23,0,0,0,0,0,5,2006,Normal,200000
RL,7763,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1962,1980,TA,Gd,CBlock,504,108,319,931,GasA,TA,Y,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,2,506,Y,0,0,0,0,0,0,0,10,2008,Normal,140000
RL,10182,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,1220,0,440,1660,GasA,Ex,Y,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,2,500,Y,322,50,0,0,0,0,0,5,2006,Partial,290000
RL,11218,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1992,1992,Gd,TA,PConc,0,0,1055,1055,GasA,Ex,Y,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,2,462,Y,635,104,0,0,0,0,400,5,2010,Normal,189000
RL,12134,Pave,Bnk,AllPub,Mod,1Fam,1.5Fin,8,7,1988,2005,Gd,TA,Wood,427,0,132,559,GasA,Gd,Y,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,2,492,Y,325,12,0,0,0,0,0,6,2010,Normal,164000
RL,9340,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,6,1941,1950,TA,TA,CBlock,344,0,328,672,GasA,TA,Y,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,1,234,N,0,113,0,0,0,0,0,8,2009,Normal,113000
RL,10246,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,4,9,1965,2001,TA,Gd,CBlock,648,0,0,648,GasA,Ex,Y,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,1,364,Y,88,0,0,0,0,0,0,5,2006,Normal,145000
RL,10205,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,5,5,1962,1962,TA,TA,CBlock,784,0,141,925,GasA,TA,Y,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,1,300,Y,150,72,0,0,0,0,0,5,2006,Normal,134500
RL,7094,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1966,1966,TA,TA,CBlock,180,374,340,894,GasA,TA,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,1,384,Y,0,0,0,0,0,0,0,5,2007,Normal,125000
RM,8930,Pave,Lvl,AllPub,Gtl,Duplex,1.5Fin,6,5,1978,1978,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,2,539,Y,0,0,0,0,0,0,0,4,2010,Normal,112000
FV,8640,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2009,2009,Gd,TA,PConc,936,0,364,1300,GasA,Ex,Y,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,2,552,Y,135,112,0,0,0,0,0,9,2009,Partial,229456
RM,6240,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,5,1947,1950,TA,TA,Slab,0,0,0,0,GasA,Gd,N,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,0,0,N,0,0,0,0,0,0,0,7,2006,Normal,80500
