LotArea,Street,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
23730,Pave,Lvl,Gtl,1Fam,1Story,7,5,1996,1997,Gd,TA,PConc,GasA,Ex,Y,2032,0,0,2032,3,0,3,1,7,0,Y,0,46,192,0,0,0,0,9,2008,Normal,211491.97246365398
11050,Pave,Lvl,Gtl,1Fam,2Story,7,5,1996,1997,TA,TA,PConc,GasA,Ex,Y,910,910,0,1820,2,1,3,1,8,1,Y,318,32,0,0,0,0,0,9,2008,Normal,186537.246201062
10260,Pave,Lvl,Gtl,Duplex,2Story,5,4,1976,1976,TA,TA,CBlock,GasA,TA,Y,936,936,0,1872,2,2,4,2,8,0,Y,0,0,0,0,0,0,0,11,2008,Abnorml,200468.16107055102
9990,Pave,Lvl,Gtl,1Fam,1Story,4,5,1991,1991,TA,TA,PConc,GasA,Gd,Y,1689,0,0,1689,2,0,3,1,6,1,Y,428,120,0,0,0,0,0,7,2008,Normal,182241.340444154
4084,Pave,Lvl,Gtl,TwnhsE,1Story,7,6,1986,1986,Gd,TA,CBlock,GasA,Gd,Y,1501,0,0,1501,2,0,2,1,6,1,Y,240,0,0,0,0,0,0,7,2008,Normal,157342.22589839902
11563,Pave,HLS,Gtl,1Fam,1Story,8,5,2006,2007,Gd,TA,PConc,GasA,Ex,Y,1537,0,0,1537,2,0,3,1,8,0,Y,0,26,0,0,0,0,0,4,2008,Normal,182022.387105998
12852,Pave,HLS,Gtl,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,920,860,0,1780,2,1,3,1,6,1,Y,0,192,0,0,0,0,0,1,2008,Partial,181244.510876788
9802,Pave,Lvl,Gtl,1Fam,SLvl,5,5,2006,2007,TA,TA,PConc,GasA,Gd,Y,712,730,0,1442,2,1,3,1,6,0,Y,100,0,0,0,0,0,0,4,2008,Normal,178556.67157378801
12018,Pave,HLS,Gtl,1Fam,2Story,7,5,2008,2008,Gd,TA,PConc,GasA,Ex,Y,796,816,0,1612,2,1,3,1,6,0,Y,0,64,0,0,0,0,0,10,2008,Partial,189547.199876284
12890,Pave,Lvl,Gtl,1Fam,1Story,6,5,1989,1989,TA,TA,CBlock,GasA,Ex,Y,1495,0,0,1495,2,0,3,1,8,1,Y,252,0,192,0,0,0,0,7,2008,Normal,187948.65165563
18265,Pave,Lvl,Gtl,1Fam,1Story,6,5,1986,1986,Gd,Gd,CBlock,GasA,Ex,Y,1256,0,0,1256,2,0,3,1,6,1,Y,282,0,0,0,0,0,0,3,2008,Normal,194107.287565956
11202,Pave,Lvl,Gtl,1Fam,1Story,8,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,1440,0,0,1440,2,0,3,1,7,1,Y,185,95,0,0,0,0,0,6,2008,Normal,183521.710369283
7915,Pave,Lvl,Gtl,1Fam,1Story,6,5,1999,2000,Gd,TA,PConc,GasA,Ex,Y,1675,0,0,1675,2,0,3,1,6,0,Y,165,52,0,0,0,0,0,12,2008,Normal,183682.12363841603
11449,Pave,HLS,Gtl,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1728,0,0,1728,2,0,3,1,7,1,Y,0,276,0,0,0,0,0,1,2008,Normal,178483.353073443
11447,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1964,0,0,1964,2,1,3,1,7,1,Y,0,265,0,0,0,0,0,6,2008,Normal,184003.87976473602
8940,Pave,Lvl,Gtl,Duplex,SFoyer,7,5,1997,1998,TA,Gd,PConc,GasA,Ex,Y,1344,0,0,1344,2,0,2,2,8,0,Y,0,0,0,0,0,0,0,11,2008,Alloca,171318.59033449
9278,Pave,Lvl,Gtl,1Fam,1Story,5,5,2007,2008,TA,TA,PConc,GasA,Ex,Y,1092,0,0,1092,1,0,2,1,5,0,Y,0,52,0,0,0,0,0,2,2008,Abnorml,162039.754313997
4500,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,1997,1997,TA,TA,PConc,GasA,Ex,Y,1189,0,0,1189,2,0,2,1,4,0,Y,0,122,0,0,0,0,0,4,2008,Normal,154846.25219069902
14137,Pave,Lvl,Gtl,1Fam,SFoyer,4,5,1964,1964,TA,TA,CBlock,GasA,Gd,Y,1200,0,0,1200,1,0,3,1,6,0,Y,0,119,0,0,171,0,0,11,2008,Normal,194822.365690957
4224,Pave,Lvl,Gtl,TwnhsE,1Story,5,6,1975,1975,TA,TA,PConc,GasA,Gd,Y,1040,0,0,1040,1,0,3,1,6,0,Y,0,100,0,0,0,0,0,6,2008,Normal,169788.73877146302
2665,Pave,Lvl,Gtl,TwnhsE,2Story,5,7,1976,1976,TA,TA,PConc,GasA,TA,Y,925,550,0,1475,2,0,4,1,6,1,Y,92,26,0,0,0,0,0,5,2008,Normal,178891.55448994102
1974,Pave,Lvl,Gtl,Twnhs,SFoyer,4,7,1973,2006,TA,Gd,CBlock,GasA,Gd,Y,526,462,0,988,1,0,2,1,5,0,Y,120,101,0,0,0,0,0,6,2008,Normal,152084.772428865
1596,Pave,Lvl,Gtl,Twnhs,SLvl,4,6,1973,1973,TA,TA,CBlock,GasA,TA,Y,526,462,0,988,1,0,1,1,4,1,Y,0,101,0,120,0,0,0,7,2008,Normal,139169.86642879
17979,Pave,Lvl,Gtl,1Fam,1Story,5,6,1968,1968,TA,Gd,CBlock,GasA,Ex,Y,1160,0,0,1160,1,0,3,1,6,0,Y,81,0,0,0,0,0,500,2,2008,Normal,192439.536044606
1477,Pave,Lvl,Gtl,Twnhs,2Story,6,9,1970,2007,TA,Gd,CBlock,GasA,Ex,Y,546,546,0,1092,2,1,3,1,6,0,Y,187,0,0,0,0,0,0,3,2008,Normal,161067.859766557
6490,Pave,Lvl,Gtl,1Fam,1Story,5,7,1983,1983,TA,Gd,CBlock,GasA,Ex,Y,816,0,0,816,1,0,2,1,4,0,Y,315,0,0,0,0,0,0,4,2008,Normal,158762.64850478098
6600,Pave,Lvl,Gtl,1Fam,1Story,5,6,1982,2005,TA,TA,CBlock,GasA,Gd,Y,845,0,0,845,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,7,2008,Normal,175569.690441774
12395,Pave,Lvl,Gtl,1Fam,1Story,5,6,1984,1984,TA,TA,CBlock,GasA,TA,Y,889,0,0,889,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,4,2008,Normal,183659.79501218698
56600,Pave,Low,Gtl,1Fam,2.5Unf,5,1,1900,1950,TA,TA,BrkTil,GasA,Ex,Y,1150,686,0,1836,2,0,4,1,7,0,N,0,0,0,0,0,0,0,1,2008,Normal,280618.132617258
10667,Pave,Lvl,Gtl,1Fam,1Story,6,6,1971,1971,TA,TA,CBlock,GasA,TA,Y,1587,0,0,1587,2,0,3,1,7,1,Y,0,44,0,0,0,0,0,3,2007,Normal,180051.809151659
8872,Pave,HLS,Gtl,1Fam,SLvl,6,5,1997,1997,TA,TA,PConc,GasA,Gd,Y,754,630,0,1384,2,1,3,1,7,1,Y,0,0,0,0,0,0,0,3,2007,Normal,176519.18031559
10147,Pave,Lvl,Gtl,1Fam,SLvl,6,5,1994,1994,TA,TA,PConc,GasA,Gd,Y,924,770,0,1694,2,1,3,1,7,1,Y,256,64,0,0,0,0,0,3,2007,Normal,179028.429210291
8637,Pave,Lvl,Gtl,1Fam,2Story,6,5,1999,2000,TA,TA,PConc,GasA,Gd,Y,947,767,0,1714,2,1,3,1,7,1,Y,256,48,0,0,0,0,0,4,2007,Abnorml,177161.58385722397
7875,Pave,Lvl,Gtl,1Fam,2Story,7,5,1996,1996,Gd,TA,PConc,GasA,Gd,Y,691,862,0,1553,2,1,3,1,6,0,Y,0,44,0,0,0,0,0,8,2007,Normal,180081.50884984198
7500,Pave,Lvl,Gtl,1Fam,2Story,6,5,1999,2003,TA,TA,PConc,GasA,Ex,Y,957,1342,0,2299,3,1,5,1,7,1,Y,188,30,0,0,0,0,0,8,2007,Normal,205895.254584712
9556,Pave,Lvl,Gtl,1Fam,1Story,7,5,1992,1993,TA,TA,PConc,GasA,Gd,Y,1187,0,0,1187,2,0,3,1,6,0,Y,0,21,0,0,0,0,0,8,2007,Normal,183389.78131415
7655,Pave,Lvl,Gtl,1Fam,2Story,6,5,1993,1994,TA,TA,PConc,GasA,Gd,Y,910,732,0,1642,2,1,3,1,7,1,Y,290,84,0,0,0,0,0,7,2007,Normal,178543.64785951198
18160,Grvl,Lvl,Gtl,1Fam,1Story,6,6,1964,1964,TA,TA,CBlock,GasA,Fa,Y,1128,0,0,1128,1,0,3,1,6,1,P,0,108,246,0,0,0,0,3,2007,Alloca,194798.32049910398
4740,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,1988,1988,Gd,TA,CBlock,GasA,Gd,Y,1179,0,0,1179,2,0,2,1,5,0,Y,0,108,0,0,135,0,0,10,2007,Normal,162845.61367576598
5118,Pave,HLS,Gtl,TwnhsE,1Story,8,5,1990,1990,Gd,TA,PConc,GasA,Gd,Y,1321,0,0,1321,1,0,1,1,4,1,Y,0,64,140,0,0,0,0,8,2007,Normal,148103.867006579
12328,Pave,Lvl,Gtl,1Fam,2Story,8,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1164,1377,0,2541,3,1,4,1,10,1,Y,120,32,0,0,0,0,0,7,2007,Normal,201016.171121215
51974,Pave,Lvl,Gtl,1Fam,1Story,9,5,2006,2007,Ex,TA,PConc,GasA,Ex,Y,2338,0,0,2338,2,1,4,1,8,2,Y,0,135,0,0,322,0,0,6,2007,Partial,277936.12694354
41600,Pave,Lvl,Gtl,2fmCon,1Story,5,5,1969,1990,TA,TA,CBlock,GasW,TA,Y,1424,0,0,1424,1,1,3,1,7,0,N,144,0,0,0,0,0,0,11,2007,Normal,249768.279823405
8035,Pave,HLS,Gtl,TwnhsE,1Story,9,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1612,0,0,1612,2,0,2,1,6,1,Y,0,164,0,0,0,0,0,3,2007,Normal,161596.052159825
14082,Pave,HLS,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,2234,0,0,2234,1,1,1,1,7,1,Y,390,80,0,0,0,0,0,1,2007,Normal,158011.114889899
13870,Pave,HLS,Gtl,1Fam,1Story,10,5,2006,2007,Ex,TA,PConc,GasA,Ex,Y,2042,0,0,2042,2,0,3,1,8,1,Y,240,52,0,0,174,0,0,10,2007,Partial,194089.683858004
10960,Pave,Lvl,Gtl,1Fam,1Story,6,5,1984,1984,TA,TA,CBlock,GasA,TA,Y,1284,0,0,1284,2,0,3,1,5,0,Y,0,0,192,0,0,0,0,4,2007,Abnorml,181733.336941451
12090,Pave,Lvl,Gtl,1Fam,2Story,7,7,1981,2003,Gd,TA,CBlock,GasA,Ex,Y,725,754,0,1479,2,1,3,1,6,1,Y,167,72,0,0,0,0,0,3,2007,Normal,182852.32772198
12299,Pave,Lvl,Gtl,1Fam,1Story,7,6,1978,1985,TA,TA,CBlock,GasA,TA,Y,1664,0,0,1664,2,0,3,1,7,1,Y,0,0,0,0,0,0,0,9,2007,Normal,189893.003058465
11339,Pave,Lvl,Gtl,1Fam,2Story,7,5,1979,1979,TA,TA,CBlock,GasA,TA,Y,1085,845,0,1930,2,1,4,1,9,1,Y,192,72,0,0,0,0,0,3,2007,Normal,194650.210979875
11850,Pave,Lvl,Gtl,1Fam,1Story,6,6,1984,1984,TA,TA,CBlock,GasA,TA,Y,1177,0,0,1177,2,0,3,1,6,0,Y,204,103,0,0,0,0,0,8,2007,Normal,187904.461286262
10400,Pave,Lvl,Gtl,1Fam,1Story,6,5,1979,1999,TA,TA,CBlock,GasA,Ex,Y,1353,0,0,1353,2,0,2,1,5,1,Y,240,141,0,0,0,0,0,8,2007,Normal,171774.92562269198
13001,Pave,Lvl,Gtl,1Fam,1Story,6,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,1220,0,0,1220,2,0,2,1,6,1,Y,0,0,249,0,0,0,0,9,2007,Normal,177998.685921479
8991,Pave,Lvl,Gtl,1Fam,SLvl,7,6,1976,1976,TA,TA,CBlock,GasA,TA,Y,1324,0,0,1324,2,0,3,1,5,1,Y,407,36,0,0,0,0,0,2,2007,Normal,175648.484325498
8000,Pave,Lvl,Gtl,1Fam,2Story,6,6,1974,1974,TA,TA,CBlock,GasA,TA,Y,1084,793,0,1877,2,1,4,1,8,1,Y,0,96,0,0,0,0,0,11,2007,Normal,196918.07136206698
9457,Pave,Lvl,Gtl,1Fam,1Story,5,6,1970,1990,TA,TA,CBlock,GasA,TA,Y,1422,0,0,1422,1,0,3,1,7,0,Y,252,0,0,0,0,0,0,9,2007,Normal,184299.838071218
7920,Pave,Lvl,Gtl,1Fam,1Story,5,5,1970,2002,TA,TA,CBlock,GasA,Ex,Y,914,0,0,914,1,0,3,1,5,0,Y,120,0,0,0,0,0,0,10,2007,Normal,182379.855682734
17199,Pave,Lvl,Gtl,1Fam,1Story,4,7,1961,1961,TA,Gd,BrkTil,GasA,Ex,Y,914,0,0,914,1,0,2,1,4,0,Y,140,0,0,0,0,0,0,7,2007,Normal,184050.725802482
4113,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2001,2001,Gd,TA,PConc,GasA,Ex,Y,1337,0,0,1337,2,0,2,1,5,1,Y,136,68,0,0,0,0,0,7,2007,Normal,158296.975970284
10943,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,1997,1998,Gd,TA,PConc,GasA,Ex,Y,1337,0,0,1337,2,0,2,1,5,1,Y,0,68,0,0,0,0,0,10,2007,Normal,175053.355553278
2205,Pave,Lvl,Gtl,Twnhs,2Story,6,6,1973,1973,TA,TA,CBlock,GasA,TA,Y,525,567,0,1092,1,1,3,1,6,0,Y,144,0,0,0,0,0,0,2,2007,Normal,162293.37609064401
2058,Pave,Lvl,Gtl,Twnhs,2Story,6,5,1973,1973,TA,TA,CBlock,GasA,Ex,Y,672,546,0,1218,1,1,4,1,7,0,Y,0,28,0,0,0,0,0,12,2007,Normal,186328.88004718602
2304,Pave,Lvl,Gtl,Twnhs,1Story,7,7,1978,1978,TA,TA,CBlock,GasA,TA,Y,1055,0,0,1055,2,0,2,1,4,0,Y,108,32,0,0,0,0,0,4,2007,Normal,151422.11693653802
7150,Pave,Lvl,Gtl,1Fam,1Story,5,6,1966,1966,TA,TA,CBlock,GasA,TA,Y,988,0,0,988,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,11,2007,Normal,181969.358707768
12469,Pave,Lvl,Gtl,1Fam,1Story,9,5,2006,2007,Ex,TA,PConc,GasA,Ex,Y,1816,0,0,1816,2,0,3,1,7,1,Y,186,36,0,0,0,0,0,8,2007,Partial,189122.67702416
11825,Pave,Lvl,Gtl,1Fam,1Story,8,5,2006,2007,Gd,TA,PConc,GasA,Ex,Y,1694,0,0,1694,2,0,3,1,7,1,Y,0,112,0,0,0,0,0,6,2007,Partial,185645.475220346
14333,Pave,Lvl,Gtl,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,2122,0,0,2122,2,1,2,1,7,1,Y,130,142,0,0,0,0,0,11,2007,Partial,182829.898109257
13641,Pave,Lvl,Gtl,1Fam,2Story,9,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,1943,713,0,2656,2,1,3,1,8,1,Y,268,58,0,0,0,0,0,12,2007,Partial,195848.788183328
13440,Pave,Lvl,Gtl,1Fam,2Story,8,5,2006,2007,Gd,TA,PConc,GasA,Ex,Y,1148,1402,0,2550,2,1,4,1,11,1,Y,120,39,0,0,0,0,0,3,2007,Partial,198785.05955067198
15431,Pave,Lvl,Gtl,1Fam,1Story,10,5,2005,2006,Ex,TA,PConc,GasA,Ex,Y,2046,0,0,2046,2,1,2,1,7,2,Y,188,65,0,0,175,0,0,8,2007,Normal,181676.126555428
13891,Pave,Lvl,Gtl,1Fam,1Story,9,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,2552,0,0,2552,2,0,3,1,8,2,Y,130,28,0,0,0,0,0,10,2007,Partial,194131.012663328
13654,Pave,Lvl,Gtl,1Fam,2Story,9,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1722,1036,0,2758,2,1,4,1,9,1,Y,282,55,0,0,0,0,0,5,2007,Normal,201416.004864508
17169,Pave,Lvl,Gtl,1Fam,1Story,10,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,2290,0,0,2290,2,1,2,1,7,1,Y,192,30,0,0,0,0,0,8,2007,Partial,185096.57720561602
16659,Pave,Lvl,Gtl,1Fam,2Story,8,5,2007,2008,Gd,TA,PConc,GasA,Ex,Y,1582,570,0,2152,2,1,3,1,7,1,Y,0,368,0,0,0,0,0,6,2007,Partial,195158.972598372
9709,Pave,Lvl,Gtl,1Fam,2Story,8,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,958,1142,0,2100,2,1,3,1,8,2,Y,172,104,0,0,0,0,0,9,2007,Partial,184795.783735112
13615,Pave,HLS,Mod,1Fam,1Story,9,5,2006,2006,Ex,TA,PConc,GasA,Ex,Y,1802,0,0,1802,2,1,3,1,7,1,Y,158,105,0,0,0,0,0,6,2007,Normal,189168.26386467103
13069,Pave,Lvl,Gtl,1Fam,2Story,8,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,1718,1238,0,2956,2,1,5,1,11,1,Y,194,50,0,0,0,0,0,8,2007,Normal,216855.260149095
14277,Pave,Lvl,Gtl,1Fam,2Story,8,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,1217,1168,0,2385,2,1,3,1,7,1,Y,192,228,0,0,0,0,0,1,2007,Normal,184946.64248357603
12568,Pave,Lvl,Gtl,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,895,923,0,1818,2,1,3,1,8,1,Y,196,104,0,0,0,0,0,8,2007,Partial,189317.51282069
9926,Pave,Lvl,Gtl,1Fam,1Story,7,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1614,0,0,1614,2,0,3,1,7,0,Y,100,38,0,0,0,0,0,5,2007,Normal,180803.277842406
9254,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1721,0,0,1721,2,0,3,1,7,0,Y,168,27,0,0,0,0,0,1,2007,Normal,175061.18585763
10732,Pave,Lvl,Gtl,1Fam,2Story,8,5,2006,2007,Gd,TA,PConc,GasA,Ex,Y,1298,530,0,1828,2,1,3,1,7,0,Y,0,40,0,0,0,0,0,2,2007,Partial,179074.83909073198
3901,Pave,Lvl,Gtl,Twnhs,1Story,6,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1302,0,0,1302,1,1,1,1,5,1,Y,110,50,0,0,0,0,0,8,2007,Partial,145708.76433610698
3903,Pave,Lvl,Gtl,Twnhs,1Story,6,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1302,0,0,1302,1,1,1,1,5,1,Y,110,50,0,0,0,0,0,5,2007,Normal,142398.022752011
6289,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1362,0,0,1362,2,0,2,1,6,1,Y,192,28,0,0,0,0,0,6,2007,Normal,161474.534863641
4590,Pave,Lvl,Gtl,Twnhs,1Story,8,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1554,0,0,1554,2,0,2,1,6,1,Y,156,73,0,0,0,0,0,5,2007,Normal,157025.945155458
7841,Pave,Lvl,Gtl,TwnhsE,1Story,9,5,2005,2005,Ex,TA,PConc,GasA,Ex,Y,1577,0,0,1577,2,0,2,1,6,1,Y,203,39,0,0,0,0,0,5,2007,Normal,163424.03782735698
6240,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1324,0,0,1324,2,0,2,1,6,1,Y,0,38,0,0,0,0,0,9,2007,Partial,164692.778645345
3242,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,1405,0,0,1405,2,0,2,1,6,1,Y,136,36,0,0,0,0,0,3,2007,Normal,152163.24435410002
15810,Pave,Lvl,Gtl,1Fam,2Story,6,5,2007,2007,Gd,TA,CBlock,GasA,Ex,Y,768,728,0,1496,3,0,3,1,7,0,Y,100,0,0,0,0,0,0,5,2007,Partial,192383.215486656
10237,Pave,Lvl,Gtl,1Fam,2Story,6,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,768,768,0,1536,2,1,3,1,6,1,Y,100,38,0,0,0,0,0,6,2007,Normal,182520.230322476
13204,Pave,Lvl,Gtl,1Fam,2Story,7,5,2006,2007,TA,TA,PConc,GasA,Ex,Y,608,850,0,1458,2,0,3,1,6,0,Y,100,33,0,0,0,0,0,5,2007,Partial,187254.50754972198
8857,Pave,Lvl,Gtl,1Fam,2Story,6,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,738,757,0,1495,2,1,3,1,7,1,Y,100,30,0,0,0,0,0,3,2007,Partial,176489.659740359
9729,Pave,Lvl,Gtl,1Fam,2Story,6,5,2006,2007,Gd,TA,PConc,GasA,Ex,Y,698,1048,0,1746,2,1,3,1,6,1,Y,0,34,0,0,0,0,0,6,2007,Partial,181520.466841293
12216,Pave,Lvl,Gtl,1Fam,1Story,6,5,2005,2005,TA,TA,PConc,GasA,Ex,Y,1326,0,0,1326,2,0,3,1,6,0,Y,120,23,0,0,0,0,2000,6,2007,Normal,186414.97821472102
8229,Pave,Lvl,Gtl,1Fam,2Story,6,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,752,752,0,1504,2,1,3,1,6,0,Y,100,32,0,0,0,0,0,12,2007,Partial,185197.764639705
7713,Pave,Lvl,Gtl,1Fam,2Story,7,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,728,728,0,1456,2,1,3,1,7,0,Y,100,24,0,0,0,0,0,7,2007,Partial,178657.79408374103
7697,Pave,Lvl,Gtl,1Fam,1Story,7,6,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1258,0,0,1258,2,0,3,1,6,0,Y,0,0,0,0,0,0,0,8,2007,Partial,179731.19802375897
3621,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,1589,0,0,1589,2,0,2,1,7,1,Y,143,20,0,0,0,0,0,11,2007,Normal,161748.27131707402
3710,Pave,Lvl,Gtl,1Fam,1Story,7,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1266,0,0,1266,2,0,2,1,6,1,Y,100,16,0,0,0,0,0,8,2007,Partial,158608.749069322
16219,Pave,Lvl,Gtl,1Fam,SLvl,7,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,1119,0,0,1119,2,0,2,1,5,0,Y,100,24,0,0,0,0,0,4,2007,Normal,178807.370559878
11084,Pave,Lvl,Gtl,1Fam,SLvl,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,744,630,0,1374,2,1,3,1,8,1,Y,100,0,0,0,0,0,0,6,2007,Family,184187.15880389698
10936,Pave,Lvl,Gtl,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1525,0,0,1525,2,1,3,1,6,1,Y,100,18,0,0,0,0,0,4,2007,Partial,181686.10402108
11950,Pave,Lvl,Gtl,1Fam,SLvl,7,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,754,640,0,1394,2,1,3,1,7,1,Y,100,0,0,0,0,0,0,10,2007,Normal,190311.050228337
7875,Pave,Lvl,Gtl,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,847,1101,0,1948,2,1,4,1,8,1,Y,0,48,0,0,0,0,0,7,2007,Normal,192252.49635407602
8740,Pave,Lvl,Gtl,1Fam,2Story,7,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,864,1131,0,1995,2,1,4,1,8,1,Y,264,48,0,0,0,0,0,7,2007,Normal,193954.849525775
9487,Pave,Lvl,Gtl,1Fam,2Story,6,5,2000,2000,TA,TA,PConc,GasA,Ex,Y,940,750,0,1690,2,1,3,1,7,1,Y,0,50,0,0,0,0,0,6,2007,Normal,181044.20156088698
9649,Pave,Lvl,Gtl,1Fam,2Story,6,5,1999,2000,TA,TA,PConc,GasA,Ex,Y,961,683,0,1644,2,1,3,1,7,1,Y,460,42,0,0,0,0,0,5,2007,Normal,180258.131219792
12191,Pave,Lvl,Gtl,1Fam,2Story,8,5,1997,1998,Gd,TA,PConc,GasA,Ex,Y,1779,772,0,2551,2,1,4,1,8,2,Y,76,61,0,0,0,0,0,6,2007,Normal,199641.65731383397
10557,Pave,Lvl,Gtl,1Fam,2Story,9,5,1998,1998,Gd,TA,PConc,GasA,Ex,Y,1671,1407,0,3078,2,1,4,1,9,1,Y,108,87,0,0,0,0,0,7,2007,Normal,197530.77520551698
11002,Pave,Lvl,Gtl,1Fam,2Story,8,5,1998,1999,Gd,TA,PConc,GasA,Ex,Y,1411,1171,0,2582,2,1,4,1,9,1,Y,286,60,0,0,0,0,0,1,2007,Normal,191777.19694913802
10790,Pave,Lvl,Gtl,1Fam,2Story,7,5,1998,1998,Gd,TA,PConc,GasA,Ex,Y,1108,1277,0,2385,2,1,4,1,8,1,Y,120,38,0,0,0,0,0,5,2007,Normal,195779.543033588
11762,Pave,Lvl,Gtl,1Fam,2Story,8,5,1992,1993,Gd,TA,PConc,GasA,Ex,Y,1105,1097,0,2202,2,1,4,1,9,1,Y,0,65,0,0,144,0,0,9,2007,Normal,202112.04652299898
9044,Pave,Lvl,Gtl,1Fam,2Story,8,5,1996,1997,Gd,Gd,PConc,GasA,Ex,Y,1335,1203,0,2538,2,1,4,1,8,1,Y,198,92,0,0,0,0,0,5,2007,Normal,192343.34807661
9910,Pave,Lvl,Gtl,1Fam,1Story,7,6,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1369,0,0,1369,2,0,3,1,5,0,Y,0,203,0,0,0,0,0,9,2007,Partial,185191.359443218
11830,Pave,Lvl,Gtl,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1542,0,0,1542,2,0,3,1,6,1,Y,168,110,0,0,0,0,0,7,2007,Partial,186760.207965688
10612,Pave,Lvl,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,GasA,Gd,Y,1534,0,0,1534,2,0,3,1,7,1,Y,168,46,0,0,0,0,0,1,2007,Family,177733.78193528
12291,Pave,Lvl,Gtl,1Fam,1Story,10,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,1966,0,0,1966,2,0,1,1,6,1,Y,76,52,0,0,0,0,0,10,2007,Partial,164430.391189608
9965,Pave,Lvl,Gtl,1Fam,1Story,7,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1528,0,0,1528,3,2,3,1,6,1,Y,0,228,0,0,0,0,0,9,2007,Partial,185299.60155240103
8847,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1538,0,0,1538,2,0,3,1,7,0,Y,146,40,0,0,0,0,0,12,2007,Normal,186414.012339254
8251,Pave,Lvl,Gtl,1Fam,1Story,7,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1506,0,0,1506,2,0,3,1,7,1,Y,192,35,0,0,0,0,0,4,2007,Normal,176401.921054593
